x,y,conc
528360,187380,3.735874
528380,187380,3.828653
528400,187380,4.026493
528420,187380,4.259552
528440,187380,6.673486
528460,187380,5.298207
528480,187380,7.096425
526680,187360,4.386362
526700,187360,3.535913
526720,187360,3.329716
526740,187360,3.279891
526760,187360,3.192721
526780,187360,3.136804
526800,187360,3.10532
526820,187360,3.08466
526840,187360,3.070254
526860,187360,3.060277
526880,187360,3.054069
526900,187360,3.051587
526920,187360,3.054592
526940,187360,3.092195
526960,187360,3.06658
526980,187360,3.117789
527000,187360,3.101921
527020,187360,3.062438
527040,187360,3.052574
527060,187360,3.041737
527080,187360,3.034151
527100,187360,3.029603
527120,187360,3.027142
527140,187360,3.026139
527160,187360,3.026747
527180,187360,3.027193
527200,187360,3.036252
527220,187360,3.073551
527240,187360,3.082366
527260,187360,3.058621
